State,County,Total_Accidents,Night_Accidents,Winter_Accidents,Night_Proportion,Winter_Proportion
MO,Warren,277,54,38,0.19494584837545126,0.1371841155234657
NC,Vance,399,163,0,0.40852130325814534,0.0
MS,Washington,35,10,0,0.2857142857142857,0.0
OR,Washington,8985,2821,49,0.31396772398441847,0.00545353366722315
AL,Mobile,9244,2300,3,0.24881003894418,0.0003245348334054522
MN,Hubbard,648,273,79,0.4212962962962963,0.12191358024691358
KY,Bullitt,375,110,4,0.29333333333333333,0.010666666666666666
MN,Rock,55,31,2,0.5636363636363636,0.03636363636363636
NC,Union,742,282,2,0.38005390835579517,0.0026954177897574125
KY,Franklin,81,11,1,0.13580246913580246,0.012345679012345678
AR,Jefferson,482,214,0,0.44398340248962653,0.0
VA,Madison,179,75,0,0.41899441340782123,0.0
GA,Marion,12,4,0,0.3333333333333333,0.0
OH,Geauga,782,252,66,0.32225063938618925,0.08439897698209718
VA,Richmond (City),3823,1088,12,0.2845932513732671,0.0031388961548522104
WA,Whatcom,2238,735,84,0.3284182305630027,0.03753351206434316
NV,Lander,213,83,9,0.38967136150234744,0.04225352112676056
NC,Gates,70,15,0,0.21428571428571427,0.0
LA,St. James,92,33,1,0.358695652173913,0.010869565217391304
OK,Oklahoma,46058,9327,192,0.20250553649745973,0.0041686569108515354
MN,Washington,8976,3182,1026,0.35450089126559714,0.1143048128342246
WI,Waukesha,2983,803,212,0.26919208850150855,0.07106939322829367
VA,Carroll,1539,471,52,0.3060428849902534,0.03378817413905133
MN,Benton,1200,549,119,0.4575,0.09916666666666667
OK,Payne,29,9,0,0.3103448275862069,0.0
NE,Hamilton,71,26,0,0.36619718309859156,0.0
TX,Deaf Smith,51,18,0,0.35294117647058826,0.0
NY,Madison,677,260,95,0.38404726735598227,0.14032496307237813
MN,Hennepin,58978,18727,5670,0.31752517888026044,0.09613754281257418
CT,Greater Bridgeport,837,334,2,0.39904420549581837,0.0023894862604540022
AL,Cherokee,128,27,0,0.2109375,0.0
AL,Dekalb,70,21,0,0.3,0.0
KS,Neosho,27,13,0,0.48148148148148145,0.0
AL,Pickens,102,29,0,0.28431372549019607,0.0
AL,Coosa,46,12,0,0.2608695652173913,0.0
AL,Marion,232,78,11,0.33620689655172414,0.04741379310344827
MN,Cottonwood,463,233,36,0.5032397408207343,0.07775377969762419
MN,Crow Wing,1328,611,151,0.46009036144578314,0.11370481927710843
VA,Amelia,537,192,7,0.3575418994413408,0.01303538175046555
IL,Clinton,41,15,1,0.36585365853658536,0.024390243902439025
LA,St Martin,126,65,0,0.5158730158730159,0.0
VA,New Kent,3063,885,8,0.2889324191968658,0.002611818478615736
NC,Lincoln,467,191,0,0.4089935760171306,0.0
VA,Waynesboro,230,68,6,0.2956521739130435,0.02608695652173913
NC,Davidson,1255,482,2,0.3840637450199203,0.0015936254980079682
AR,Pope,295,84,2,0.2847457627118644,0.006779661016949152
MN,Fillmore,518,226,42,0.4362934362934363,0.08108108108108109
MN,Grant,482,224,71,0.46473029045643155,0.14730290456431536
IL,Pike,54,16,1,0.2962962962962963,0.018518518518518517
SC,Clarendon,2735,1050,2,0.38391224862888484,0.0007312614259597807
VA,Powhatan,1043,293,8,0.2809204218600192,0.007670182166826462
NC,Onslow,319,111,0,0.34796238244514105,0.0
IN,Putnam,499,192,16,0.3847695390781563,0.03206412825651302
VA,Rappahannock,64,35,0,0.546875,0.0
NE,Hooker,3,0,0,0.0,0.0
MN,Kandiyohi,1045,481,75,0.4602870813397129,0.07177033492822966
TN,Grundy,270,98,0,0.362962962962963,0.0
UT,Carbon,696,264,41,0.3793103448275862,0.05890804597701149
FL,Monroe,1349,367,0,0.2720533728687917,0.0
VA,Virginia Beach (City),1650,380,3,0.23030303030303031,0.0018181818181818182
FL,Washington,950,391,0,0.41157894736842104,0.0
TN,Sumner,704,247,13,0.3508522727272727,0.018465909090909092
KS,Thomas,11,4,0,0.36363636363636365,0.0
MS,Pike,102,42,0,0.4117647058823529,0.0
OK,Tulsa,29394,6425,132,0.2185820235422195,0.0044907123902837316
UT,Weber,8382,2091,334,0.24946313528990693,0.03984729181579575
UT,Juab,1355,525,134,0.3874538745387454,0.0988929889298893
OH,Darke,142,50,1,0.352112676056338,0.007042253521126761
OK,Pottawatomie,180,52,1,0.28888888888888886,0.005555555555555556
OK,McClain,162,45,1,0.2777777777777778,0.006172839506172839
VA,Halifax,422,120,2,0.2843601895734597,0.004739336492890996
MI,Hillsdale,29,6,0,0.20689655172413793,0.0
MO,Newton,130,45,11,0.34615384615384615,0.08461538461538462
KY,Larue,15,5,0,0.3333333333333333,0.0
KY,Boyd,33,13,0,0.3939393939393939,0.0
SC,York,11412,3438,28,0.30126182965299686,0.0024535576586049773
NH,Coos,121,45,12,0.371900826446281,0.09917355371900827
AL,Lamar,41,20,0,0.4878048780487805,0.0
CA,Shasta,6842,2847,64,0.4161064016369483,0.00935399006138556
TX,Denton,6337,1645,15,0.25958655515228024,0.0023670506548840145
AZ,Pima,40433,11246,13,0.2781391437687038,0.0003215195508619197
PA,Potter,448,202,70,0.45089285714285715,0.15625
VA,Mecklenburg,1477,550,0,0.37237643872714965,0.0
TX,Potter,68,16,3,0.23529411764705882,0.04411764705882353
TX,Collin,5969,1494,5,0.2502931814374267,0.0008376612497905847
FL,Columbia,3222,1202,0,0.37306021104903786,0.0
TX,Morris,32,5,0,0.15625,0.0
NC,Warren,255,59,3,0.23137254901960785,0.011764705882352941
VA,Lynchburg (City),85,16,0,0.18823529411764706,0.0
NC,Wayne,468,213,0,0.4551282051282051,0.0
NC,Tyrrell,36,9,0,0.25,0.0
OK,Okfuskee,13,5,0,0.38461538461538464,0.0
TN,Decatur,30,9,1,0.3,0.03333333333333333
AL,Winston,84,22,1,0.2619047619047619,0.011904761904761904
SC,Marlboro,1751,838,0,0.47858366647629924,0.0
KY,Fayette,5045,752,70,0.14905847373637265,0.013875123885034688
VA,Spotsylvania,3987,1132,7,0.28392274893403563,0.0017557060446450965
NC,Currituck,137,23,0,0.1678832116788321,0.0
PA,Elk,1269,444,155,0.34988179669030733,0.12214342001576044
WI,Calumet,57,21,4,0.3684210526315789,0.07017543859649122
TX,Angelina,111,24,0,0.21621621621621623,0.0
NC,Randolph,838,383,1,0.45704057279236276,0.0011933174224343676
VA,Hopewell (City),31,16,0,0.5161290322580645,0.0
OH,Scioto,56,8,0,0.14285714285714285,0.0
VA,Harrisonburg (City),332,121,10,0.3644578313253012,0.030120481927710843
MN,Winona,1877,931,292,0.4960042621204049,0.1555673947789025
IN,Henry,568,199,8,0.3503521126760563,0.014084507042253521
TX,Lubbock,92,29,1,0.31521739130434784,0.010869565217391304
GA,Jasper,27,8,0,0.2962962962962963,0.0
AL,Cullman,1819,374,7,0.205607476635514,0.0038482682792743265
UT,Box Elder,2946,1240,120,0.42090970807875083,0.04073319755600815
IL,Marshall,38,11,6,0.2894736842105263,0.15789473684210525
IL,Scott,22,9,2,0.4090909090909091,0.09090909090909091
VA,Buckingham,253,77,2,0.30434782608695654,0.007905138339920948
MN,Koochiching,228,112,29,0.49122807017543857,0.12719298245614036
LA,Jefferson,3013,903,0,0.29970129439097243,0.0
NC,Orange,1810,610,3,0.3370165745856354,0.0016574585635359116
LA,Jefferson Davis,252,99,0,0.39285714285714285,0.0
AR,Sebastian,616,162,7,0.262987012987013,0.011363636363636364
TN,Benton,77,26,0,0.33766233766233766,0.0
AR,Greene,96,28,0,0.2916666666666667,0.0
OR,Curry,1407,547,5,0.38877043354655294,0.0035536602700781805
OR,Crook,1075,399,57,0.37116279069767444,0.053023255813953486
FL,Calhoun,284,124,0,0.43661971830985913,0.0
IN,Cass,33,19,0,0.5757575757575758,0.0
ID,Idaho,75,27,3,0.36,0.04
CO,Baca,121,46,1,0.38016528925619836,0.008264462809917356
SC,Dorchester,8710,2636,14,0.3026406429391504,0.0016073478760045925
VA,Chesapeake (City),1534,411,4,0.26792698826597133,0.002607561929595828
VA,Dinwiddie,2128,841,14,0.39520676691729323,0.006578947368421052
MS,DeSoto,1176,332,12,0.282312925170068,0.01020408163265306
MS,Forrest,1409,206,4,0.14620298083747338,0.0028388928317956
NV,Eureka,345,89,14,0.2579710144927536,0.04057971014492753
OK,Creek,182,61,5,0.33516483516483514,0.027472527472527472
NC,Stanly,155,74,0,0.4774193548387097,0.0
SC,Union,1368,540,7,0.39473684210526316,0.005116959064327485
OH,Mahoning,654,208,68,0.3180428134556575,0.10397553516819572
AL,Greene,453,154,0,0.33995584988962474,0.0
AL,Pike,1316,328,0,0.24924012158054712,0.0
GA,Montgomery,38,20,0,0.5263157894736842,0.0
NC,Chatham,477,169,0,0.35429769392033544,0.0
MS,Perry,34,6,0,0.17647058823529413,0.0
NV,Mineral,195,49,2,0.2512820512820513,0.010256410256410256
OR,Coos,2902,1245,9,0.4290144727773949,0.0031013094417643005
TN,Meigs,58,15,0,0.25862068965517243,0.0
LA,Caddo,16115,4630,26,0.28730995966490847,0.0016134036611852311
OR,Clackamas,10515,3318,53,0.31554921540656206,0.005040418449833571
VA,Fredericksburg (City),377,103,1,0.27320954907161804,0.002652519893899204
LA,Ascension,644,168,2,0.2608695652173913,0.003105590062111801
WY,Albany,433,242,31,0.558891454965358,0.07159353348729793
LA,East Baton Rouge,75260,16337,28,0.21707414297103375,0.0003720435822482062
CA,San Luis Obispo,10948,4028,0,0.36792108147606867,0.0
TN,Montgomery,472,181,0,0.3834745762711864,0.0
MD,Dorchester,593,146,0,0.24620573355817876,0.0
VA,Hampton,3449,1179,5,0.34183821397506525,0.0014496955639315744
TN,Monroe,115,46,1,0.4,0.008695652173913044
NC,Cumberland,2294,871,7,0.3796861377506539,0.003051438535309503
LA,St. Tammany,1110,219,2,0.1972972972972973,0.0018018018018018018
NM,Luna,152,45,3,0.29605263157894735,0.019736842105263157
MS,Lauderdale,223,69,0,0.3094170403587444,0.0
OH,Columbiana,129,41,8,0.3178294573643411,0.06201550387596899
IN,Starke,65,17,0,0.26153846153846155,0.0
AL,Jackson,159,57,0,0.3584905660377358,0.0
MI,Branch,29,6,3,0.20689655172413793,0.10344827586206896
UT,Daggett,105,42,3,0.4,0.02857142857142857
TN,Giles,185,50,0,0.2702702702702703,0.0
IN,St Joseph,91,25,10,0.27472527472527475,0.10989010989010989
IN,Harrison,112,14,9,0.125,0.08035714285714286
VA,Nottoway,497,178,3,0.358148893360161,0.006036217303822937
VA,Lunenburg,322,133,0,0.41304347826086957,0.0
NY,Orleans,100,34,11,0.34,0.11
VA,Salem,267,59,1,0.2209737827715356,0.003745318352059925
MS,Stone,37,5,0,0.13513513513513514,0.0
TN,Grainger,53,13,0,0.24528301886792453,0.0
LA,East Feliciana,29,6,0,0.20689655172413793,0.0
WV,Cabell,1236,455,56,0.3681229773462783,0.045307443365695796
AR,Ashley,107,21,0,0.19626168224299065,0.0
MS,Newton,58,19,0,0.3275862068965517,0.0
OK,Seminole,20,4,0,0.2,0.0
AR,Calhoun,49,23,0,0.46938775510204084,0.0
AR,Montgomery,53,9,0,0.16981132075471697,0.0
NY,Tompkins,190,78,44,0.4105263157894737,0.23157894736842105
MT,Lewis and Clark,1421,684,100,0.4813511611541168,0.07037297677691766
VT,Rutland,41,8,3,0.1951219512195122,0.07317073170731707
TX,Dallam,9,6,0,0.6666666666666666,0.0
IL,Shelby,5,1,0,0.2,0.0
GA,Early,34,12,0,0.35294117647058826,0.0
KS,Franklin,21,8,0,0.38095238095238093,0.0
MI,Alpena,37,8,0,0.21621621621621623,0.0
TX,Nacogdoches,41,8,0,0.1951219512195122,0.0
IA,Allamakee,24,5,3,0.20833333333333334,0.125
TX,Stonewall,1,0,0,0.0,0.0
VA,Charles City,339,109,0,0.3215339233038348,0.0
VT,Caledonia,17,7,2,0.4117647058823529,0.11764705882352941
NY,Chemung,114,39,9,0.34210526315789475,0.07894736842105263
WI,Kewaunee,4,3,2,0.75,0.5
ID,Elmore,380,204,14,0.5368421052631579,0.03684210526315789
CO,Archuleta,53,25,3,0.4716981132075472,0.05660377358490566
SD,Marshall,1,1,0,1.0,0.0
AL,Perry,28,11,0,0.39285714285714285,0.0
KY,Bath,16,7,1,0.4375,0.0625
MN,Redwood,458,217,36,0.4737991266375546,0.07860262008733625
SD,Brookings,4,4,0,1.0,0.0
MN,Murray,302,150,10,0.4966887417218543,0.033112582781456956
TN,Wayne,24,6,0,0.25,0.0
TX,Scurry,6,1,0,0.16666666666666666,0.0
CO,Crowley,42,13,0,0.30952380952380953,0.0
KS,Ellis,7,2,0,0.2857142857142857,0.0
TN,Hawkins,59,16,0,0.2711864406779661,0.0
KS,Finney,15,9,0,0.6,0.0
NE,Colfax,19,3,0,0.15789473684210525,0.0
VA,Williamsburg,21,4,0,0.19047619047619047,0.0
TN,Gibson,10,5,0,0.5,0.0
CO,Mineral,148,60,22,0.40540540540540543,0.14864864864864866
WY,Converse,87,35,10,0.40229885057471265,0.11494252873563218
VA,King and Queen,130,33,0,0.25384615384615383,0.0
MO,New Madrid,40,19,1,0.475,0.025
KY,Ballard,3,0,0,0.0,0.0
MS,Grenada,22,4,0,0.18181818181818182,0.0
KY,Henderson,27,8,0,0.2962962962962963,0.0
CO,Rio Blanco,95,35,12,0.3684210526315789,0.12631578947368421
TX,Shackelford,5,1,0,0.2,0.0
MS,Prentiss,4,0,0,0.0,0.0
MI,Charlevoix,39,13,0,0.3333333333333333,0.0
TX,Bee,8,1,0,0.125,0.0
MN,Mahnomen,129,49,12,0.3798449612403101,0.09302325581395349
WA,Ferry,26,7,0,0.2692307692307692,0.0
LA,East Carroll,1,0,0,0.0,0.0
NY,Franklin,102,28,4,0.27450980392156865,0.0392156862745098
LA,St. Bernard,11,3,0,0.2727272727272727,0.0
AL,Washington,25,16,0,0.64,0.0
AR,Mississippi,354,162,0,0.4576271186440678,0.0
MI,Dickinson,7,5,0,0.7142857142857143,0.0
LA,St Landry,14,7,0,0.5,0.0
MS,Sunflower,2,0,0,0.0,0.0
TN,Hardeman,15,8,0,0.5333333333333333,0.0
LA,St. Mary,19,1,0,0.05263157894736842,0.0
ID,Canyon,1368,580,23,0.4239766081871345,0.016812865497076022
VA,Westmoreland,278,102,2,0.3669064748201439,0.007194244604316547
ID,Payette,188,102,33,0.5425531914893617,0.17553191489361702
WI,Oconto,52,6,0,0.11538461538461539,0.0
KY,Mason,12,1,0,0.08333333333333333,0.0
MS,Lawrence,6,1,0,0.16666666666666666,0.0
MI,Montmorency,4,0,0,0.0,0.0
PA,Forest,41,9,3,0.21951219512195122,0.07317073170731707
WI,Clark,77,37,2,0.4805194805194805,0.025974025974025976
CO,Cheyenne,112,43,14,0.38392857142857145,0.125
MO,Lincoln,50,26,1,0.52,0.02
TX,La Salle,79,24,0,0.3037974683544304,0.0
OK,Pittsburg,7,4,0,0.5714285714285714,0.0
KY,Hart,55,12,2,0.21818181818181817,0.03636363636363636
TX,Trinity,24,5,0,0.20833333333333334,0.0
TN,Lincoln,70,24,0,0.34285714285714286,0.0
KS,Osage,11,2,1,0.18181818181818182,0.09090909090909091
MO,Clinton,50,7,5,0.14,0.1
VA,Manassas Park,33,14,0,0.42424242424242425,0.0
WI,Douglas,87,24,5,0.27586206896551724,0.05747126436781609
VT,Orleans,29,11,8,0.3793103448275862,0.27586206896551724
MT,Yellowstone,2384,1089,606,0.45679530201342283,0.25419463087248323
NE,Thayer,23,11,0,0.4782608695652174,0.0
WV,Webster,1,0,0,0.0,0.0
MN,Pipestone,27,12,1,0.4444444444444444,0.037037037037037035
MS,Wayne,14,1,0,0.07142857142857142,0.0
LA,Vernon,2,0,0,0.0,0.0
TX,Moore,3,0,0,0.0,0.0
TX,Runnels,6,0,0,0.0,0.0
TX,Willacy,8,0,0,0.0,0.0
ID,Twin Falls,123,30,1,0.24390243902439024,0.008130081300813009
TN,Henry,17,0,0,0.0,0.0
MS,Leflore,4,0,0,0.0,0.0
MT,Madison,388,155,27,0.39948453608247425,0.06958762886597938
MN,Polk,153,79,28,0.5163398692810458,0.1830065359477124
MO,Lewis,12,1,0,0.08333333333333333,0.0
KY,Christian,63,20,2,0.31746031746031744,0.031746031746031744
CA,Alpine,391,137,64,0.35038363171355497,0.1636828644501279
IA,Osceola,33,10,2,0.30303030303030304,0.06060606060606061
VA,Virginia Beach City,23,6,0,0.2608695652173913,0.0
KS,Sherman,11,4,1,0.36363636363636365,0.09090909090909091
KY,Perry,1,0,0,0.0,0.0
NM,Mora,38,12,0,0.3157894736842105,0.0
CO,San Juan,23,11,3,0.4782608695652174,0.13043478260869565
TX,Terry,14,1,0,0.07142857142857142,0.0
TN,White,66,19,0,0.2878787878787879,0.0
MS,Amite,14,0,0,0.0,0.0
LA,Vermilion,9,0,0,0.0,0.0
VA,Hopewell,72,25,0,0.3472222222222222,0.0
VA,Danville,22,7,0,0.3181818181818182,0.0
MN,Lake of the Woods,36,18,3,0.5,0.08333333333333333
OR,Wallowa,671,274,25,0.4083457526080477,0.037257824143070044
MN,Yellow Medicine,302,173,17,0.5728476821192053,0.056291390728476824
TX,Brewster,2,0,0,0.0,0.0
TX,Terrell,20,11,0,0.55,0.0
OK,Beckham,15,7,0,0.4666666666666667,0.0
ME,Waldo,22,9,0,0.4090909090909091,0.0
TX,Hartley,26,1,0,0.038461538461538464,0.0
WV,Lewis,170,82,22,0.4823529411764706,0.12941176470588237
TN,Jackson,43,13,0,0.3023255813953488,0.0
TN,Humphreys,211,86,4,0.4075829383886256,0.018957345971563982
TN,Van Buren,5,4,0,0.8,0.0
KY,Jackson,1,0,0,0.0,0.0
IL,McDonough,9,1,0,0.1111111111111111,0.0
TN,Trousdale,30,7,0,0.23333333333333334,0.0
IN,Fountain,98,23,3,0.23469387755102042,0.030612244897959183
OH,Monroe,6,1,0,0.16666666666666666,0.0
MO,Ste Genevieve,50,13,1,0.26,0.02
LA,Richland,27,12,0,0.4444444444444444,0.0
ID,Ada,6030,1571,119,0.260530679933665,0.019734660033167494
WV,Braxton,260,94,20,0.36153846153846153,0.07692307692307693
TX,Archer,29,2,0,0.06896551724137931,0.0
IN,Pulaski,23,11,9,0.4782608695652174,0.391304347826087
CA,Modoc,677,318,57,0.46971935007385524,0.08419497784342689
MS,Oktibbeha,21,5,0,0.23809523809523808,0.0
KY,Calloway,18,3,0,0.16666666666666666,0.0
KY,Adair,4,0,0,0.0,0.0
IN,Posey,53,26,4,0.49056603773584906,0.07547169811320754
WI,Iowa,60,16,4,0.26666666666666666,0.06666666666666667
KY,Marshall,36,8,0,0.2222222222222222,0.0
TX,Wilbarger,40,7,0,0.175,0.0
MO,Cole,32,10,1,0.3125,0.03125
NE,Lincoln,131,31,19,0.2366412213740458,0.1450381679389313
IL,Jackson,7,1,0,0.14285714285714285,0.0
NC,Greene,122,51,0,0.4180327868852459,0.0
NC,Swain,110,36,0,0.32727272727272727,0.0
TX,Kleberg,10,9,0,0.9,0.0
IA,Union,26,11,0,0.4230769230769231,0.0
TX,Upton,10,0,0,0.0,0.0
KY,Caldwell,16,3,0,0.1875,0.0
CO,Jackson,59,20,0,0.3389830508474576,0.0
OK,Atoka,3,2,0,0.6666666666666666,0.0
TN,Obion,20,2,0,0.1,0.0
CO,Sedgwick,69,35,4,0.5072463768115942,0.057971014492753624
MO,Caldwell,13,0,0,0.0,0.0
IN,Benton,17,1,0,0.058823529411764705,0.0
CO,Kiowa,97,48,2,0.4948453608247423,0.020618556701030927
TX,Kinney,15,2,0,0.13333333333333333,0.0
FL,Gulf,102,30,0,0.29411764705882354,0.0
GA,Fannin,20,7,0,0.35,0.0
GA,Jenkins,26,5,0,0.19230769230769232,0.0
KY,Magoffin,8,0,0,0.0,0.0
NY,St. Lawrence,108,28,2,0.25925925925925924,0.018518518518518517
KY,Warren,69,13,3,0.18840579710144928,0.043478260869565216
TX,Hardeman,2,2,0,1.0,0.0
CO,Gilpin,145,50,16,0.3448275862068966,0.1103448275862069
NY,Schuyler,35,17,0,0.4857142857142857,0.0
WV,Clay,19,13,1,0.6842105263157895,0.05263157894736842
MI,Huron,4,0,0,0.0,0.0
AR,White,300,83,4,0.27666666666666667,0.013333333333333334
KS,Coffey,6,3,0,0.5,0.0
MT,Lincoln,307,135,36,0.43973941368078173,0.11726384364820847
KY,Pendleton,9,6,0,0.6666666666666666,0.0
IN,Marshall,107,18,1,0.16822429906542055,0.009345794392523364
TN,Stewart,19,6,0,0.3157894736842105,0.0
MT,Custer,220,82,20,0.37272727272727274,0.09090909090909091
GA,White,30,13,1,0.43333333333333335,0.03333333333333333
AR,Carroll,104,30,6,0.28846153846153844,0.057692307692307696
VT,Addison,35,7,4,0.2,0.11428571428571428
KY,Montgomery,24,6,1,0.25,0.041666666666666664
KY,Trigg,20,6,0,0.3,0.0
CO,Alamosa,68,33,4,0.4852941176470588,0.058823529411764705
KY,Allen,3,1,0,0.3333333333333333,0.0
AR,Johnson,241,73,2,0.3029045643153527,0.008298755186721992
KY,Rowan,23,4,0,0.17391304347826086,0.0
KY,Meade,11,1,0,0.09090909090909091,0.0
MO,Johnson,12,2,0,0.16666666666666666,0.0
ND,Stark,110,56,9,0.509090909090909,0.08181818181818182
TX,Jasper,7,0,0,0.0,0.0
WY,Johnson,60,27,13,0.45,0.21666666666666667
MO,St. Francois,23,8,1,0.34782608695652173,0.043478260869565216
UT,Kane,210,93,17,0.44285714285714284,0.08095238095238096
KY,Powell,8,0,0,0.0,0.0
NC,Carteret,29,2,0,0.06896551724137931,0.0
KS,Graham,1,0,0,0.0,0.0
MO,Carroll,3,2,0,0.6666666666666666,0.0
KS,Cheyenne,1,0,0,0.0,0.0
FL,Franklin,48,15,0,0.3125,0.0
GA,Coffee,90,17,0,0.18888888888888888,0.0
NC,Person,118,59,0,0.5,0.0
TN,Lewis,23,9,0,0.391304347826087,0.0
TN,Tipton,29,3,0,0.10344827586206896,0.0
KY,Pulaski,17,4,0,0.23529411764705882,0.0
GA,Rabun,20,3,0,0.15,0.0
KY,Fulton,1,0,0,0.0,0.0
TX,Lynn,8,0,0,0.0,0.0
IL,Clay,1,0,0,0.0,0.0
TN,Claiborne,44,16,0,0.36363636363636365,0.0
MI,Mackinac,64,8,10,0.125,0.15625
MS,Quitman,2,0,0,0.0,0.0
MN,Clearwater,144,68,26,0.4722222222222222,0.18055555555555555
VA,Radford,41,17,0,0.4146341463414634,0.0
KY,McCracken,46,9,0,0.1956521739130435,0.0
TX,Comanche,24,13,0,0.5416666666666666,0.0
NY,Jefferson,266,96,18,0.3609022556390977,0.06766917293233082
ME,Franklin,30,7,4,0.23333333333333334,0.13333333333333333
VA,Martinsville (City),1,0,0,0.0,0.0
ME,Oxford,43,11,4,0.2558139534883721,0.09302325581395349
KY,Pike,5,2,0,0.4,0.0
IN,Ripley,128,47,8,0.3671875,0.0625
OK,Garfield,11,2,0,0.18181818181818182,0.0
CO,Bent,83,38,2,0.4578313253012048,0.024096385542168676
WI,Trempealeau,88,21,6,0.23863636363636365,0.06818181818181818
KY,Floyd,5,2,0,0.4,0.0
TX,Childress,5,1,0,0.2,0.0
NY,Oswego,547,210,79,0.38391224862888484,0.14442413162705667
NY,Cayuga,803,313,82,0.38978829389788294,0.10211706102117062
WV,Mercer,457,159,15,0.3479212253829322,0.03282275711159737
NC,Mitchell,57,16,0,0.2807017543859649,0.0
TN,Franklin,183,75,0,0.4098360655737705,0.0
KY,Knox,3,0,0,0.0,0.0
IA,Dickinson,24,9,0,0.375,0.0
WV,Brooke,18,5,2,0.2777777777777778,0.1111111111111111
MO,Washington,23,2,1,0.08695652173913043,0.043478260869565216
CO,Conejos,71,31,0,0.43661971830985913,0.0
KY,Webster,11,0,0,0.0,0.0
KY,Marion,2,0,0,0.0,0.0
TX,Upshur,12,1,0,0.08333333333333333,0.0
AR,Nevada,75,24,1,0.32,0.013333333333333334
IA,Ida,17,10,0,0.5882352941176471,0.0
SD,Brown,2,0,0,0.0,0.0
CO,Gunnison,215,54,13,0.25116279069767444,0.06046511627906977
WI,Buffalo,20,2,0,0.1,0.0
NC,Jones,87,38,0,0.4367816091954023,0.0
PA,Wyoming,99,51,1,0.5151515151515151,0.010101010101010102
VA,Richmond County,165,68,0,0.4121212121212121,0.0
MS,Bolivar,6,0,0,0.0,0.0
TX,Live Oak,4,1,0,0.25,0.0
NC,Dare,56,10,0,0.17857142857142858,0.0
VA,Fluvanna,285,89,1,0.312280701754386,0.0035087719298245615
OK,Haskell,1,0,0,0.0,0.0
OK,Washita,3,2,0,0.6666666666666666,0.0
MS,Coahoma,9,2,0,0.2222222222222222,0.0
MS,Benton,14,5,0,0.35714285714285715,0.0
NE,Adams,9,0,0,0.0,0.0
TX,San Augustine,4,0,0,0.0,0.0
MS,Wilkinson,1,0,0,0.0,0.0
AR,Prairie,347,145,23,0.41786743515850144,0.06628242074927954
WY,Carbon,749,325,32,0.43391188251001334,0.042723631508678236
WV,Hampshire,33,7,1,0.21212121212121213,0.030303030303030304
AR,Dallas,68,24,0,0.35294117647058826,0.0
AR,Arkansas,71,19,0,0.2676056338028169,0.0
NE,Platte,23,11,1,0.4782608695652174,0.043478260869565216
TX,Tom Green,18,11,0,0.6111111111111112,0.0
IN,Parke,67,6,11,0.08955223880597014,0.16417910447761194
GA,Walker,79,22,0,0.27848101265822783,0.0
MT,Stillwater,867,464,301,0.5351787773933102,0.34717416378316035
TX,Haskell,13,5,0,0.38461538461538464,0.0
TX,Newton,1,1,0,1.0,0.0
IN,Pike,53,19,2,0.3584905660377358,0.03773584905660377
MT,Gallatin,4042,1879,857,0.4648688767936665,0.2120237506185057
TN,DeKalb,29,8,0,0.27586206896551724,0.0
TN,Union,35,11,0,0.3142857142857143,0.0
ME,Washington,13,3,0,0.23076923076923078,0.0
KY,Monroe,8,1,0,0.125,0.0
MS,Alcorn,16,5,3,0.3125,0.1875
MS,Tishomingo,10,2,0,0.2,0.0
MO,Mercer,5,2,0,0.4,0.0
MS,Chickasaw,2,0,0,0.0,0.0
LA,Pointe Coupee,41,19,0,0.4634146341463415,0.0
AR,Independence,126,27,2,0.21428571428571427,0.015873015873015872
IN,Rush,93,28,4,0.3010752688172043,0.043010752688172046
TX,Hale,25,0,0,0.0,0.0
MO,DeKalb,15,4,1,0.26666666666666666,0.06666666666666667
MS,Union,50,16,0,0.32,0.0
KY,Boyle,9,1,0,0.1111111111111111,0.0
TN,Sequatchie,68,32,0,0.47058823529411764,0.0
KY,Graves,5,0,0,0.0,0.0
WI,Crawford,17,7,0,0.4117647058823529,0.0
AR,Desha,40,16,0,0.4,0.0
GA,Pierce,34,12,0,0.35294117647058826,0.0
MO,Pike,18,3,0,0.16666666666666666,0.0
IN,Decatur,96,33,5,0.34375,0.052083333333333336
KY,Trimble,5,2,1,0.4,0.2
MO,Mississippi,14,1,0,0.07142857142857142,0.0
TX,Crane,4,0,0,0.0,0.0
ID,Jefferson,39,18,3,0.46153846153846156,0.07692307692307693
NY,Lewis,111,41,19,0.36936936936936937,0.17117117117117117
WI,Vernon,42,14,0,0.3333333333333333,0.0
MI,Alger,2,1,0,0.5,0.0
IA,Cherokee,40,24,7,0.6,0.175
LA,Allen,3,2,0,0.6666666666666666,0.0
KS,Saline,22,8,0,0.36363636363636365,0.0
MS,Yalobusha,56,23,0,0.4107142857142857,0.0
CO,Yuma,67,17,0,0.2537313432835821,0.0
MS,Clarke,16,4,0,0.25,0.0
TN,Macon,28,12,0,0.42857142857142855,0.0
SD,Grant,1,1,0,1.0,0.0
TX,Jackson,39,5,0,0.1282051282051282,0.0
OK,Murray,16,6,0,0.375,0.0
NC,Perquimans,36,13,0,0.3611111111111111,0.0
WI,Pierce,106,52,0,0.49056603773584906,0.0
TX,Val Verde,17,2,0,0.11764705882352941,0.0
VT,Grand Isle,15,4,4,0.26666666666666666,0.26666666666666666
GA,Towns,14,0,0,0.0,0.0
